index,Gênero,Idoso,Parceiro,Dependentes,Fidelidade,Churn,Internet,Segurança Online,Backup Online,Proteção no Dispositivo,Suporte Técnico,TV a Cabo,Streaming de Filmes,Serviço Telefônico,Diversas Linhas de Telefone,Contrato,Fatura Online,Método de Pagamento,Despesa Mensal,Despesa Total,Gasto Diário
4361,Female,0,Sim,Sim,23,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),91.1,2198.3,3.05
4362,Female,0,Não,Não,65,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),26.5,1698.55,0.86
4363,Female,1,Sim,Não,72,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Não,Credit card (automatic),105.0,7578.05,3.46
4364,Female,0,Não,Não,32,Não,DSL,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Um ano,Não,Pagamento físico,74.75,2282.95,2.31
4365,Male,0,Não,Sim,39,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),19.35,779.2,0.65
4366,Female,0,Sim,Não,68,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Pagamento físico,118.6,7990.05,3.86
4367,Female,0,Sim,Sim,24,Não,DSL,Sim,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Não,Débito eletrônico,57.6,1367.75,1.82
4368,Female,0,Não,Não,16,Não,Fibra ótica,Não,Sim,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,86.25,1340.1,2.63
4369,Male,0,Não,Não,12,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Credit card (automatic),20.05,267.0,0.68
4370,Female,0,Não,Não,66,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Dois anos,Sim,Bank transfer (automatic),61.15,4017.45,2.0
4371,Male,0,Não,Não,58,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Credit card (automatic),25.3,1474.35,0.83
4372,Male,0,Não,Não,12,Sim,DSL,Sim,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Pagamento físico,56.65,654.85,1.68
4373,Male,1,Sim,Não,23,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,104.45,2184.85,3.03
4374,Female,0,Não,Não,37,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Débito eletrônico,19.8,695.05,0.61
4375,Male,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.45,20.45,0.34
4376,Female,0,Sim,Sim,67,Não,DSL,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),69.9,4615.9,2.26
4377,Male,1,Sim,Não,40,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Um ano,Sim,Credit card (automatic),98.15,4116.8,3.35
4378,Male,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),89.05,6254.45,2.86
4379,Female,0,Sim,Não,61,Não,Fibra ótica,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),94.35,5703.0,3.07
4380,Male,0,Não,Não,26,Sim,Fibra ótica,Não,Não,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,80.5,2088.8,2.58
4381,Female,0,Não,Não,1,Não,DSL,Sim,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,29.9,29.9,0.5
4382,Male,0,Não,Não,9,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,80.8,713.1,2.38
4383,Male,0,Não,Não,41,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Pagamento físico,20.15,802.35,0.64
4384,Female,1,Não,Não,26,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,89.15,2277.65,2.81
4385,Female,0,Sim,Sim,72,Não,Fibra ótica,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),115.8,8476.5,3.87
4386,Male,1,Não,Não,54,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Um ano,Sim,Débito eletrônico,55.45,2966.95,1.8
4387,Male,0,Sim,Não,70,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),25.15,1940.85,0.91
4388,Male,0,Sim,Sim,61,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),81.0,4976.15,2.68
4389,Female,1,Não,Não,5,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),83.15,446.05,2.48
4391,Female,0,Sim,Sim,34,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.65,716.4,0.68
4392,Male,0,Não,Não,35,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Pagamento físico,19.15,638.0,0.59
4394,Male,0,Sim,Sim,20,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.45,1470.95,2.33
4395,Female,0,Sim,Sim,2,Não,DSL,Não,Não,Não,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Bank transfer (automatic),29.05,44.75,0.5
4397,Female,1,Não,Não,32,Sim,Fibra ótica,Não,Sim,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,74.4,2276.95,2.3
4398,Female,0,Sim,Não,69,Não,DSL,Não,Sim,Não,Não,Não,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),61.45,4131.2,1.97
4399,Male,0,Não,Não,3,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,100.95,329.95,2.75
4400,Male,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),25.2,1798.9,0.82
4401,Male,0,Não,Não,17,Não,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Pagamento físico,25.65,440.2,0.82
4402,Male,1,Não,Não,37,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,101.1,3744.05,3.28
4403,Female,1,Sim,Não,28,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,110.85,3204.4,3.68
4404,Female,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Pagamento físico,25.1,25.1,0.42
4405,Male,0,Não,Não,30,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Não,Mensal,Sim,Débito eletrônico,90.25,2755.35,2.96
4406,Female,0,Não,Não,5,Não,Fibra ótica,Não,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,75.65,399.45,2.22
4407,Female,0,Sim,Não,72,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Débito eletrônico,54.2,3937.45,1.8
4408,Female,1,Não,Não,32,Não,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),54.65,1830.1,1.85
4409,Female,0,Não,Não,54,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Bank transfer (automatic),97.2,5129.45,3.11
4410,Female,0,Sim,Não,16,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.6,314.45,0.62
4412,Female,0,Não,Não,24,Sim,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Credit card (automatic),54.15,1240.25,1.65
4414,Female,0,Não,Não,15,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.6,299.4,0.62
4415,Male,0,Sim,Sim,39,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Um ano,Não,Débito eletrônico,59.8,2343.85,1.95
4416,Male,0,Não,Não,5,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,69.7,316.9,1.76
4417,Male,0,Sim,Não,41,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Débito eletrônico,19.75,899.45,0.71
4418,Female,1,Não,Não,2,Não,DSL,Não,Sim,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Credit card (automatic),56.55,118.25,1.31
4419,Female,1,Sim,Não,69,Não,Fibra ótica,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Credit card (automatic),105.4,6998.95,3.33
4420,Female,0,Sim,Não,69,Não,Fibra ótica,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Não,Bank transfer (automatic),105.35,7240.65,3.45
4421,Female,0,Sim,Sim,70,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Débito eletrônico,106.5,7397.0,3.47
4422,Female,0,Sim,Sim,55,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Credit card (automatic),19.15,998.1,0.59
4423,Female,1,Não,Não,5,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Não,Sim,Não,Mensal,Sim,Pagamento físico,84.85,415.55,2.31
4424,Male,0,Sim,Não,70,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Credit card (automatic),19.85,1433.8,0.67
4425,Male,0,Não,Sim,41,Não,DSL,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Um ano,Não,Pagamento físico,70.2,2894.55,2.3
4426,Female,0,Não,Não,25,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Credit card (automatic),19.9,527.5,0.68
4427,Male,0,Sim,Sim,23,Não,DSL,Sim,Não,Não,Sim,Não,Não,Sim,Não,Um ano,Não,Credit card (automatic),57.2,1423.35,1.98
4428,Female,0,Não,Não,27,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Dois anos,Não,Bank transfer (automatic),52.85,1498.65,1.78
4429,Female,0,Não,Não,65,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),111.05,7107.0,3.59
4430,Male,0,Sim,Sim,22,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Bank transfer (automatic),20.25,488.25,0.71
4432,Female,0,Não,Não,52,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),49.75,2535.55,1.59
4433,Male,0,Não,Não,38,Não,Fibra ótica,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),95.1,3691.2,3.15
4434,Female,0,Não,Não,3,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.15,194.2,1.62
4435,Male,1,Sim,Não,13,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),70.45,849.1,2.02
4436,Male,0,Não,Não,51,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,24.75,1234.6,0.79
4437,Male,0,Sim,Sim,40,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,81.2,3292.3,2.68
4438,Male,0,Não,Não,18,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.25,331.35,0.58
4439,Male,0,Sim,Sim,23,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Não,Pagamento físico,19.65,436.9,0.61
4440,Female,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Credit card (automatic),80.15,80.15,1.34
4441,Female,0,Não,Não,16,Sim,Fibra ótica,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,88.45,1422.1,2.79
4442,Male,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Dois anos,Não,Pagamento físico,68.15,4808.7,2.2
4443,Female,0,Sim,Sim,32,Não,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,98.85,3089.6,3.12
4444,Male,0,Não,Não,36,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),79.2,2854.95,2.57
4445,Female,0,Não,Não,68,Não,DSL,Sim,Não,Sim,Não,Não,Não,Sim,Não,Um ano,Sim,Credit card (automatic),54.45,3674.95,1.78
4446,Female,0,Sim,Sim,64,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Um ano,Não,Pagamento físico,24.9,1595.5,0.82
4447,Female,0,Sim,Sim,66,Sim,Fibra ótica,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Sim,Credit card (automatic),102.45,6615.15,3.29
4448,Male,0,Sim,Sim,26,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Bank transfer (automatic),20.05,505.9,0.62
4449,Male,0,Sim,Sim,17,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,92.55,1515.1,2.81
4450,Male,0,Não,Sim,6,Sim,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Não,Mensal,Não,Pagamento físico,94.5,575.45,2.74
4451,Female,0,Não,Não,26,Não,Fibra ótica,Não,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,80.7,2193.0,2.71
4452,Male,0,Sim,Sim,59,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),99.5,5861.75,3.26
4453,Female,0,Sim,Sim,44,Não,DSL,Sim,Não,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),56.25,2419.55,1.79
4454,Female,0,Sim,Sim,4,Sim,Fibra ótica,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,97.95,384.5,2.56
4455,Male,0,Não,Não,3,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Não,Débito eletrônico,79.25,267.6,2.23
4456,Female,0,Não,Não,13,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,19.3,279.3,0.66
4457,Female,0,Não,Não,29,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Não,Sem serviço telefônico,Um ano,Não,Credit card (automatic),39.5,1082.75,1.2
4458,Female,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),65.5,4919.7,2.25
4459,Female,0,Sim,Não,34,Não,Fibra ótica,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,100.45,3414.65,3.25
4460,Male,0,Não,Não,46,Não,DSL,Sim,Não,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Dois anos,Não,Pagamento físico,38.25,1755.35,1.24
4461,Female,1,Sim,Não,62,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Dois anos,Sim,Credit card (automatic),79.95,4819.75,2.55
4462,Female,1,Não,Não,63,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),83.0,5243.05,2.73
4463,Female,0,Não,Não,1,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,19.1,19.1,0.32
4464,Male,0,Não,Sim,24,Não,DSL,Sim,Não,Não,Sim,Não,Não,Não,Sem serviço telefônico,Dois anos,Não,Pagamento físico,35.75,830.8,1.11
4465,Male,0,Sim,Sim,70,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Dois anos,Sim,Credit card (automatic),90.15,6237.05,2.93
4466,Female,0,Não,Não,1,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.75,19.75,0.33
4467,Female,0,Sim,Não,16,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,84.95,1378.25,2.7
4468,Male,1,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,45.85,45.85,0.76
4469,Male,1,Sim,Não,41,Não,DSL,Não,Sim,Sim,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,53.95,2215.4,1.76
4470,Female,0,Não,Não,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,45.65,45.65,0.76
4471,Female,0,Não,Não,56,Não,DSL,Não,Não,Não,Não,Sim,Sim,Não,Sem serviço telefônico,Mensal,Sim,Credit card (automatic),44.85,2564.95,1.5
4472,Male,0,Não,Não,35,Não,DSL,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,59.6,2094.9,1.94
4473,Female,0,Sim,Sim,19,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.2,382.2,0.64
4474,Female,0,Não,Não,13,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,20.3,275.4,0.66
4475,Female,0,Não,Não,18,Não,DSL,Não,Não,Sim,Sim,Não,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,35.2,607.3,1.07
4476,Male,0,Não,Não,62,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Bank transfer (automatic),23.4,1429.65,0.76
4477,Female,0,Não,Não,7,Não,DSL,Sim,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,53.65,404.35,1.68
4478,Female,0,Não,Não,48,Não,DSL,Sim,Sim,Não,Não,Sim,Não,Não,Sem serviço telefônico,Mensal,Sim,Débito eletrônico,44.8,2104.55,1.43
4479,Female,0,Sim,Sim,6,Não,Fibra ótica,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Mensal,Sim,Pagamento físico,94.05,518.75,2.47
4480,Male,1,Não,Não,64,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Sim,Bank transfer (automatic),20.05,1198.05,0.61
4481,Male,0,Não,Não,1,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Pagamento físico,71.55,71.55,1.19
4482,Male,0,Não,Não,1,Sim,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.65,19.65,0.33
4483,Female,0,Sim,Sim,1,Sim,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Bank transfer (automatic),44.35,44.35,0.74
4484,Male,0,Não,Não,10,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Credit card (automatic),45.8,436.2,1.32
4485,Female,0,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),44.15,44.15,0.74
4486,Female,0,Sim,Não,33,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,20.05,669.45,0.66
4487,Female,0,Sim,Não,68,Não,DSL,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Um ano,Não,Bank transfer (automatic),58.25,3975.7,1.92
4488,Female,0,Não,Não,26,Não,Fibra ótica,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Um ano,Sim,Credit card (automatic),87.15,2274.1,2.81
4489,Male,0,Sim,Não,9,Sim,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Um ano,Não,Bank transfer (automatic),24.1,259.8,0.87
4490,Male,0,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,25.35,25.35,0.42
4491,Male,0,Sim,Sim,71,Não,DSL,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Um ano,Não,Débito eletrônico,85.45,6300.85,2.92
4492,Male,1,Não,Não,3,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Débito eletrônico,79.9,260.9,2.17
4493,Male,0,Não,Não,71,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Não,Sem serviço telefônico,Dois anos,Não,Bank transfer (automatic),53.95,3888.65,1.8
4494,Female,0,Sim,Sim,6,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Não,Pagamento físico,19.85,119.3,0.57
4495,Female,0,Não,Não,2,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Bank transfer (automatic),69.75,144.55,1.61
4496,Male,0,Sim,Não,72,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sem serviço telefônico,Dois anos,Sim,Débito eletrônico,64.7,4746.05,2.17
4498,Female,1,Não,Não,3,Sim,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Débito eletrônico,70.3,235.5,1.96
4499,Male,0,Não,Não,59,Não,Fibra ótica,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Mensal,Sim,Débito eletrônico,111.35,6519.75,3.62
4500,Female,0,Não,Não,57,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Dois anos,Sim,Credit card (automatic),74.3,4166.35,2.39
4501,Male,0,Sim,Sim,35,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Dois anos,Não,Bank transfer (automatic),20.5,759.35,0.7
4502,Male,0,Sim,Não,43,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Mensal,Não,Bank transfer (automatic),66.25,2907.35,2.2
4503,Male,0,Sim,Sim,49,Sim,Fibra ótica,Não,Não,Não,Não,Sim,Não,Sim,Sim,Mensal,Não,Débito eletrônico,84.5,4254.85,2.84
4504,Male,1,Sim,Não,67,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Credit card (automatic),94.65,6079.0,2.98
4505,Male,0,Sim,Não,47,Sim,Fibra ótica,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Mensal,Sim,Bank transfer (automatic),83.35,4065.0,2.82
4506,Male,0,Não,Não,46,Não,DSL,Sim,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Um ano,Sim,Bank transfer (automatic),30.75,1489.3,1.06
4507,Male,0,Não,Não,5,Não,Fibra ótica,Não,Não,Não,Não,Não,Sim,Sim,Não,Mensal,Não,Pagamento físico,78.75,426.35,2.37
4508,Male,0,Sim,Não,72,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Sim,Credit card (automatic),97.95,7114.25,3.25
4509,Female,0,Não,Não,48,Não,DSL,Sim,Sim,Não,Não,Não,Não,Sim,Não,Dois anos,Não,Credit card (automatic),55.5,2627.35,1.79
4510,Female,0,Não,Sim,12,Sim,Fibra ótica,Sim,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Débito eletrônico,78.3,909.25,2.33
4511,Female,1,Não,Não,43,Sim,Fibra ótica,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Mensal,Sim,Credit card (automatic),108.15,4600.7,3.49
4512,Male,0,Não,Não,5,Não,DSL,Não,Não,Não,Não,Não,Não,Não,Sem serviço telefônico,Mensal,Não,Pagamento físico,24.3,100.2,0.56
4513,Male,0,Sim,Sim,72,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Credit card (automatic),24.75,1859.1,0.85
4514,Female,0,Sim,Não,3,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Mensal,Sim,Pagamento físico,19.6,55.25,0.46
4515,Male,1,Não,Não,1,Não,DSL,Não,Não,Não,Não,Não,Não,Sim,Não,Mensal,Não,Débito eletrônico,46.3,46.3,0.77
4516,Female,0,Sim,Não,38,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Não,Um ano,Sim,Credit card (automatic),20.25,814.75,0.7
4517,Male,0,Não,Não,51,Não,DSL,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Um ano,Sim,Credit card (automatic),81.15,4126.2,2.64
4518,Male,0,Não,Não,57,Não,DSL,Não,Sim,Não,Sim,Não,Não,Sim,Não,Um ano,Sim,Pagamento físico,54.65,3134.7,1.8
4519,Male,0,Sim,Não,65,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Dois anos,Sim,Débito eletrônico,99.35,6347.55,3.21
4520,Female,0,Sim,Não,56,Não,Fibra ótica,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Um ano,Não,Bank transfer (automatic),109.8,6109.65,3.57
4521,Female,0,Sim,Não,17,Não,Fibra ótica,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Mensal,Não,Débito eletrônico,92.6,1579.7,2.93
4522,Female,0,Não,Não,5,Não,Fibra ótica,Não,Não,Não,Não,Não,Não,Sim,Sim,Mensal,Não,Débito eletrônico,75.6,402.5,2.24
4523,Female,0,Sim,Sim,29,Não,Não,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sem internet,Sim,Sim,Dois anos,Não,Pagamento físico,26.1,692.55,0.77
